date,timestamp,id,measurement_name,host,interface,description,traffic_out,traffic_in
"Feb 22, 2022 @ 06:46:33.000",1645512393,3858492be0fed2bfa062d6a9bd0c75f59d3a9d05ac866eb880340e3564518e1e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,612047000
"Feb 22, 2022 @ 06:46:33.000",1645512393,1f72d55cd4f7348e9407f48cdb3cbaf1e9e32d17ab7e0ae420ad1559831ff14b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4810220000,
"Feb 22, 2022 @ 06:51:33.000",1645512693,6f61044c6df279f32b9e1a750095427eac743d3eb3fd70051a2772a10855ff73,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,513658000
"Feb 22, 2022 @ 06:51:33.000",1645512693,e5f1fc1a22758920c4c0ea4e5fd8c079a5d77491e561c25c9748ba5e81cd3395,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4945460000,
"Feb 22, 2022 @ 06:56:33.000",1645512993,768143635360df9697831f3fcc3c3b5f4b32624fd9a1a7ac029653d823c89b0c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,636359000
"Feb 22, 2022 @ 06:56:33.000",1645512993,2ee9fa187ebb070a0325cb1dba88a7ea04b7c4b7a35fa243090b1f9e2364f4e2,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4941000000,
"Feb 22, 2022 @ 07:01:33.000",1645513293,da778b8030647976d73d8d4eb3c427cd111d1e666c6da779c277d2f1c239685c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,588797000
"Feb 22, 2022 @ 07:01:33.000",1645513293,1bba05d96d29205e2ebc3637b4669746cec8c83970e4d537aa4a7807f6ad069b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5101250000,
"Feb 22, 2022 @ 07:06:33.000",1645513593,7f3f545f7c14268f1392430c503f650710f1443f6482ef09f4360c1e821e71db,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,518076000
"Feb 22, 2022 @ 07:06:33.000",1645513593,16bcd899e5e4503688f7f89b2166650dd5fa3b37a81aa23cbbec02aafa2b1ddb,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5055280000,
"Feb 22, 2022 @ 07:11:33.000",1645513893,fd18215b8218de3865bcd7aec68851de0b68f1e1b96758203522e8a8c908f8dd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,501598000
"Feb 22, 2022 @ 07:11:33.000",1645513893,14a7f276bff531b6b9740c843fc9e07a581c699aff0876d9cf1ef16d3d49f9db,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5067770000,
"Feb 22, 2022 @ 07:16:33.000",1645514193,a0ba7c5b149f5b7e804b54e72b3c7365efa793ed7c078e6b7c492916ae8b7ae0,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,558708000
"Feb 22, 2022 @ 07:16:33.000",1645514193,fc1891c6f51bafbf07c46fc04ff311af407ab8eb7a4b03ace612bbd7e891f098,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5438900000,
"Feb 22, 2022 @ 07:21:33.000",1645514493,675173e510ade8c3fea3ff904ab6f1db7f1594d7efaad5a3ae3ad93c92553d34,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,588251000
"Feb 22, 2022 @ 07:21:33.000",1645514493,78491ed68bdaf18b1626ca96c7498bb49d67d8940f95f90c5a4ea4e27ec4df6d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5622710000,
"Feb 22, 2022 @ 07:26:33.000",1645514793,5fff73824254b02b0a389fdf3033cad473a4e04eb839f12084affdb67788bf7d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,541519000
"Feb 22, 2022 @ 07:26:33.000",1645514793,a219b3427193b8c0e3452d79de0187be8af055d41b4a0113a7f25cd4e46cba05,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5623600000,
"Feb 22, 2022 @ 07:31:33.000",1645515093,1884feadfe031365237bb90721e8b5ab12659390315ef769dc682b20acd9ff00,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,507821000
"Feb 22, 2022 @ 07:31:33.000",1645515093,7a89cdbda5813311ed34189cf26007e8987e8d201f0bacfa26634582978838c1,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5681650000,
"Feb 22, 2022 @ 07:36:33.000",1645515393,765ae472d569c45657ed8daa9de2c5e61fd4dd36ef2b09849b2e004d83485158,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,463703000
"Feb 22, 2022 @ 07:36:33.000",1645515393,1eb1fedb7fc77e1dc8a5b06bbdaf0c1f784fba1ffcfbbfc953852373ecaefe94,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5652910000,
"Feb 22, 2022 @ 07:41:33.000",1645515693,255f88574aa69b47affc3f09a51ffa6ffffe6576752a460df26d0b59fe0187a0,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,521349000
"Feb 22, 2022 @ 07:41:33.000",1645515693,9c6942d3c9a73c5359228c79fd58f8b92c2343555a04332345c29797c96540f9,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5343590000,
"Feb 22, 2022 @ 07:46:33.000",1645515993,64e3a67121804830b0adaf52d1dac157ffd11a59a03c8c7709f3ab287184c756,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,568358000
"Feb 22, 2022 @ 07:46:33.000",1645515993,db5e6aee9cdd502bea7c89929b3a184d03c222db6f828864f66cdd2a8e241047,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4962930000,
"Feb 22, 2022 @ 07:51:33.000",1645516293,bfd88fe36755349796aa92c0d0b3263a6c55fbbaaf7ca375e16844dfe0d02cf4,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,519263000
"Feb 22, 2022 @ 07:51:33.000",1645516293,7ae6c0c8b4342c85bc9162ea0595c197016859f51eb0901dff6159c601f23f53,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4946480000,
"Feb 22, 2022 @ 07:56:33.000",1645516593,03feb129dca775db384354b089bd5df44a75c41a50e75cbfc62b9ae33f9ad63d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,644281000
"Feb 22, 2022 @ 07:56:33.000",1645516593,f0607468f4b4503b263c729cae39d0f34465a0bbbfd8cdd04668bd5be896d122,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4803500000,
"Feb 22, 2022 @ 08:01:33.000",1645516893,30b7eec63cfe3585a3240d5a50f3246ff10f57cb2fc3a813f4cdecf74fca444e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,695034000
"Feb 22, 2022 @ 08:01:33.000",1645516893,d07c16584834996952e0fe7e63e0031d653cd8427a980d0c82b9e92b57b96109,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5014680000,
"Feb 22, 2022 @ 08:06:33.000",1645517193,e7cee30acac6eda29fb571de4f4f3bfc15ebd0485ded4c64f65d739092bd4b89,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,626947000
"Feb 22, 2022 @ 08:06:33.000",1645517193,36054518c705f37d7924e819c542fbdb8b55321b32526bfe593957bd1ba60b32,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4826040000,
"Feb 22, 2022 @ 08:11:33.000",1645517493,14c8426723e1d819c089e683ee1faeff27942eddef6fd69bd50aa1f0c1900ee9,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,533398000
"Feb 22, 2022 @ 08:11:33.000",1645517493,9c1f5bfe14332e413d81ea079c30d9f187ea82414430ecf4782db824c390175b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5092150000,
"Feb 22, 2022 @ 08:16:33.000",1645517793,21421cc0db571435412fa2511f8e94fd8a3161a58e1d27519d764efb49bfb21d,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,615032000
"Feb 22, 2022 @ 08:16:33.000",1645517793,15602aedb6a2df39fb4984699ff22e8c3054180b98911a5226e2a390745882cd,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,4981800000,
"Feb 22, 2022 @ 08:21:33.000",1645518093,16d21d7aded4471896784999d950ec7b3a012304c7beca43649a9ea42e7070fd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,590792000
"Feb 22, 2022 @ 08:21:33.000",1645518093,3e79bacd841e2a721e9cba723d1ae961c9c78c65ebd812ab8eac8a426e64d04d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5186010000,
"Feb 22, 2022 @ 08:26:33.000",1645518393,0e79ee1f97dd885a6db3a6ed5ab397aac1c0eba72dc1ff945e446c410c810f0b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,609827000
"Feb 22, 2022 @ 08:26:33.000",1645518393,0d2968a5522b86e9b2355ef6cf552706da0732946eb4937d188f15789a46b7e1,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5358950000,
"Feb 22, 2022 @ 08:31:33.000",1645518693,aad6a2994feb04e4a75c743ec8f8b827c70313c692aef1078ca392d0df840f14,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,608418000
"Feb 22, 2022 @ 08:31:33.000",1645518693,4c4cf3f0f2fccf2c3c78ddd10abc6acbd3cb6bdebe845d985f87491237c5679a,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5223680000,
"Feb 22, 2022 @ 08:36:33.000",1645518993,341e770dd174b3da969032c697c55b3295d59dfcde9b7b847ba109ce143fb86e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,775124000
"Feb 22, 2022 @ 08:36:33.000",1645518993,b655c88d1219b62fd0cb4c815ca9f4c449f2e06bbc84cefc6b6ff79237e84497,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5298250000,
"Feb 22, 2022 @ 08:41:33.000",1645519293,923d3078139b422090db6d9eb7ed6950fe801b7b8a8fa619c0f24263deb6050f,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,801487000
"Feb 22, 2022 @ 08:41:33.000",1645519293,17fd57c32f9962071d2e2f88d2b8c17945a48fc968076dbc0e4d5ee4c97ff8e7,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5095140000,
"Feb 22, 2022 @ 08:46:33.000",1645519593,05bca6d1e1e6aee61e2ac301a4411162bf9b74f18c93fdbc924decdd21e83b56,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,800478000
"Feb 22, 2022 @ 08:46:33.000",1645519593,245dbdf4370a258b9cf90023b743330e12acdb004afa4322e79e84f2a6686f7d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5154100000,
"Feb 22, 2022 @ 08:51:33.000",1645519893,b30c93f1948117fc02c067b473fd052c44bc1a2a50e555a9ee53b7380356e3ff,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,825946000
"Feb 22, 2022 @ 08:51:33.000",1645519893,88bbafa428d57d47fe44d65d75ee5f4ad70425a33be3948d8b3e9c8e5f68f09a,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5319090000,
"Feb 22, 2022 @ 08:56:33.000",1645520193,f7b502accbe4a81e1ae3fd6058d2b57e282a4b342895cf5e3026f6154c7a134a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,834318000
"Feb 22, 2022 @ 08:56:33.000",1645520193,ede0aa076cfd3286b296e3a575bea3c363309240c9552ffc91a9649546f29256,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5183540000,
"Feb 22, 2022 @ 09:01:33.000",1645520493,8c87958c107a864291a69590d96cfaba478a360c535cdab9a2e47da8c833add3,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,746793000
"Feb 22, 2022 @ 09:01:33.000",1645520493,ec7eac952a2b8c913fd9112613d6d99cd1a4909e8ed5c5e7308bcc399a7dfa34,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5372790000,
"Feb 22, 2022 @ 09:06:33.000",1645520793,d2eba68eeb4640025d749c2b16a75f98c3702f9ed82ed0e132895635ee123131,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,780990000
"Feb 22, 2022 @ 09:06:33.000",1645520793,2b99ed21f291d1e4e555bb2aa9586a985b42afd482ddc992221e773b55c1c144,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5578910000,
"Feb 22, 2022 @ 09:11:33.000",1645521093,fb25343a778163d5a1ef0e5268ac306f7d2243f170520f43d27006e1d0326f04,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,805658000
"Feb 22, 2022 @ 09:11:33.000",1645521093,cfc16cc4f948cf48093122d7cfea0a8b112995b57a7818eb76e357cb850de05d,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5610230000,
"Feb 22, 2022 @ 09:16:33.000",1645521393,acf76ab4393fe4ee0f1d0c3592b4bc8405b9e70cfe0f7ea5665b1ef9d402a668,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,735266000
"Feb 22, 2022 @ 09:16:33.000",1645521393,cac90642ca9276a0ea5baa21325c7ef7164eaca62f60d88219de20b13a9f7029,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5479450000,
"Feb 22, 2022 @ 09:21:33.000",1645521693,f0cb39e30b7110cad06cd17bae0002bae082ecd9d4916b58a75b594c5767c217,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,859917000
"Feb 22, 2022 @ 09:21:33.000",1645521693,55f2b96d396dba08d491fe1781bb1fbecc7a80e83c3709108def480196a873bf,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5812390000,
"Feb 22, 2022 @ 09:26:33.000",1645521993,69107b459d487074a0787ca9bd12e4197c7342ee50f734af66006ee08969ec49,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1006360000
"Feb 22, 2022 @ 09:26:33.000",1645521993,7bd50a27a124cc706338b171eca0404475a937626c63fc629961f867a10d8761,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5692330000,
"Feb 22, 2022 @ 09:31:33.000",1645522293,8093625b975da1f9c58f13cb2d24f42756d0d60f4198e23c8aa5d87a40f73b22,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1038950000
"Feb 22, 2022 @ 09:31:33.000",1645522293,901befcedd9857a264e5ab2f1d8649238b9f92dddb5ef042be1a872d2a0da768,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6008070000,
"Feb 22, 2022 @ 09:36:33.000",1645522593,33cc022f85be617645d09bdd92c0513b2babe096a035f1c51b3a4ce62df8fc42,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,855945000
"Feb 22, 2022 @ 09:36:33.000",1645522593,743d99d2d4221c56a2ccccb0b6d731a581f30ce8dffe514cdd96cbd30aec2e96,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5791690000,
"Feb 22, 2022 @ 09:41:33.000",1645522893,a64b4fefd35bd4b1f3b5d9397cf9312a68092541acfd5cf98b58859f5d332ada,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,683612000
"Feb 22, 2022 @ 09:41:33.000",1645522893,e81cf4b475ab5288c00a557dd8d6652037e7fc72400a912fdeb049395e171094,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6131570000,
"Feb 22, 2022 @ 09:46:33.000",1645523193,5c9607bcde3cd829a6b2b5d47b26a9d988b46dd5d053e2184b684b7f57ffb3df,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,774737000
"Feb 22, 2022 @ 09:46:33.000",1645523193,92fb9b1e99ca30476549e7a33efd30729bf3a38eb8121a61fcfae474c2c3fb0b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6116790000,
"Feb 22, 2022 @ 09:51:33.000",1645523493,024917d3acffe23610637cce62ec2d1b4e54721768119e91af310a6e6d4cdc4a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,792608000
"Feb 22, 2022 @ 09:51:33.000",1645523493,ebfebf07163787f3b51ff2a7d5aaa9b19a30098798ff0b6404f8eb259d016b56,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6063380000,
"Feb 22, 2022 @ 09:56:33.000",1645523793,09bf1e63978b71b471c8d150b688cf8165dc5c9ae68125205b1a4f245fea2674,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,862037000
"Feb 22, 2022 @ 09:56:33.000",1645523793,82d600dbb890afa2a959bc142d247514ee85d40171cf36292f84cda61530d999,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6118770000,
"Feb 22, 2022 @ 10:01:33.000",1645524093,1bf0ee45fc6e23c32b582701f2889110c636d913c79536037b80f886e5685089,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,867208000
"Feb 22, 2022 @ 10:01:33.000",1645524093,c8a67fa2b10810d1c9805666f14676e105c7c42d6306967d434cd4dabf434167,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6002120000,
"Feb 22, 2022 @ 10:06:33.000",1645524393,0b9ea43efc83c15589f87b79d386be09f81b434bfb9efbff0a36a237e0656b7b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,773778000
"Feb 22, 2022 @ 10:06:33.000",1645524393,ee8df5cbba73d17d9986827400060f1c6b32662d67720a34acc55bfb42a59ec6,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,5942820000,
"Feb 22, 2022 @ 10:11:33.000",1645524693,ceea1d7d13dd25ac3e3168109db3a214e84d7a26961e33cc45b87654574a7ce9,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,728452000
"Feb 22, 2022 @ 10:11:33.000",1645524693,e3ced4f038d57aca1486facf63c4a5956f047aae2429567c324c7a2562ca0f8a,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6134620000,
"Feb 22, 2022 @ 10:16:33.000",1645524993,858c7f4bdb99ebe7f14b7a4f441882d396834b93875c6976d8317047b0efb104,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,717368000
"Feb 22, 2022 @ 10:16:33.000",1645524993,b33fc903997e6e61b762a0987e6a8af9ac7f7c0dc0d7ed553d16fb7b3c865086,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6269110000,
"Feb 22, 2022 @ 10:21:33.000",1645525293,367b061a5fcd2b2dc4fb2b36adb9890d7f741f83325a9306b453085b3d5eb74a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,771703000
"Feb 22, 2022 @ 10:21:33.000",1645525293,cca1863919feabd19aec785b400e160887cf71f726675b6c2995c522a8fc7baa,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6355700000,
"Feb 22, 2022 @ 10:26:33.000",1645525593,a531c42c0f3af3c5c0af79be3819ba5e1a3d8e9e59e308cb3be13ca02b02299a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,742374000
"Feb 22, 2022 @ 10:26:33.000",1645525593,6054860ea6b12042015bcd706424aab2873e3d539f930da2b50e51cd3bfae25b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6800250000,
"Feb 22, 2022 @ 10:31:33.000",1645525893,27954804c37905a11b6e6fb234de8e9f901f09bd407a08c0902ee8b89807e059,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,855944000
"Feb 22, 2022 @ 10:31:33.000",1645525893,31a88edc4f854f0c51a4e0a7a1f168f5be382e3c18312f83f9a8c304d29e79c4,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6356870000,
"Feb 22, 2022 @ 10:36:33.000",1645526193,c4081db87e1c350fea2da37c8392b06bb79ea6aa06cdb0cac2a5d09047b598a7,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,755264000
"Feb 22, 2022 @ 10:36:33.000",1645526193,6c10585f5fbb3a375d69bcf1339b5ba67a0adf01752990668fa6ddddb36034ab,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6756850000,
"Feb 22, 2022 @ 10:41:33.000",1645526493,5d317190ce7d8b8e511d3fab566ef05abd4dca23157740481dfe95fc59e58597,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,855320000
"Feb 22, 2022 @ 10:41:33.000",1645526493,fb1626af52113b79c1a798237a93db2ce218d024058458878d19706382453f7f,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6620500000,
"Feb 22, 2022 @ 10:46:33.000",1645526793,5e86a2c9c8f0f9e377c837b42a137dc98f690a92ff067efbb734ac6fbfe9486e,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,849660000
"Feb 22, 2022 @ 10:46:33.000",1645526793,a69c808703740d71f3cd21b4d58cd282d56b4a4d1e46a426c0cc271737edfc79,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6838990000,
"Feb 22, 2022 @ 10:51:33.000",1645527093,1bb0d2258172b2112b200564bb2bc8f7eeaa757cd4b910aba617f3246dd6dda2,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,865052000
"Feb 22, 2022 @ 10:51:33.000",1645527093,246d80457bd26f7cb1c2de89acb07f3967f902967a7d3270fdac759982415874,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6445680000,
"Feb 22, 2022 @ 10:56:33.000",1645527393,b560c35f22b2c9523e86e477e739dafe1a4a45b6cf70038607a7545ab862e453,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,870555000
"Feb 22, 2022 @ 10:56:33.000",1645527393,ea5f6f55cb5f24244b0bee7cdc9453f033dcb7aa9a91f92da7b12103f964d305,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,7035200000,
"Feb 22, 2022 @ 11:01:33.000",1645527693,c80c516da78976a4f125efe0ac0a0fc6cf254a4c0bb4864d76518c4eb6b6650f,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,767548000
"Feb 22, 2022 @ 11:01:33.000",1645527693,2bae578196d76d6a898a5c59002a27213125258c5528b7ecfb9a1bf1ee95bc8e,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,7372700000,
"Feb 22, 2022 @ 11:06:33.000",1645527993,ba8c1e6b3ebfed859cf8532bfd85117b2e0d6a7bee123c877959eb62075d856b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,755272000
"Feb 22, 2022 @ 11:06:33.000",1645527993,2d2ad91414c823c756373cd3eddea729fbbc9f37723718ea365ab7578cb25137,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6597740000,
"Feb 22, 2022 @ 11:11:33.000",1645528293,00917ab6957479d3e1c6f49b84debaabbb4529b531483fa49c51ffd213a03d8a,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,814010000
"Feb 22, 2022 @ 11:11:33.000",1645528293,6a19c2ba0e347762a52d88aa35b11f5bc35ba1cbc11cfd7cb788c3f86605203c,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6792650000,
"Feb 22, 2022 @ 11:16:33.000",1645528593,cfb50a8980b1773a0d22d5a5f69c627a303d9d9ff711c5ec469daaa11a872c03,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,867507000
"Feb 22, 2022 @ 11:16:33.000",1645528593,b655029374002a227c9fc030424e419f701664248b64f3a6c8acee6e8059506b,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6954790000,
"Feb 22, 2022 @ 11:21:33.000",1645528893,e1e2532b5d130704a97bc6cfe6cd18b3c2944d51f9e4a7719c3c554a48d804bf,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,899917000
"Feb 22, 2022 @ 11:21:33.000",1645528893,f1516b9a8d72aeaedc3a190286dd1b1d760ee570508a41b36d7179a2701c4b0f,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,7047480000,
"Feb 22, 2022 @ 11:26:33.000",1645529193,a5a4a1d620a2157ba567d76c07f9a24e799fed313ae10a93d1fa1a4b6a85977b,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1321340000
"Feb 22, 2022 @ 11:26:33.000",1645529193,57b5752a1b5dfbd5a950382d865a51244883b8f1d16f913d6daaf3fb11361c88,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6501700000,
"Feb 22, 2022 @ 11:31:33.000",1645529493,b91cb30c79020634f5097c2058148d455734a6aac732bc1e56e5b9b9af5b87fd,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,962449000
"Feb 22, 2022 @ 11:31:33.000",1645529493,b83084e161550c165b6af7865fdf90bf80eeff1754c5e291bda8043df228db82,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6233360000,
"Feb 22, 2022 @ 11:36:33.000",1645529793,4f9871a216c3286bfbe22b6ec29cc756bbc8c8e12b83ebfb224f7506aff9623c,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,1023080000
"Feb 22, 2022 @ 11:36:33.000",1645529793,669c9d6ba0c491d7ea8e237ca8f9c5085b0fc6d5060278f215d5bf20a919f70a,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6383140000,
"Feb 22, 2022 @ 11:41:33.000",1645530093,c012a6edf0e2f62bcc039f3c01ba72cae291024f4fd49d7ae9a8285519907176,traffic_ftth_in,host1,in_ae20,Trafico de los interfaces,,980149000
"Feb 22, 2022 @ 11:41:33.000",1645530093,cdd1d26a45af77bbf9aa730bf93878b3624bcd46c41ab83fddb7654767f1f778,traffic_ftth_out,host1,out_ae20,Trafico de los interfaces,6788250000,
